1,8
9,52
53,60
62,110
111,680
681,692
693,833
834,950
951,997
998,1106
1107,1247
1248,1367
1368,1569
1570,1585
1586,1712
1715,1731
1732,1959
1960,2091
2092,2401
2402,2501
2502,2562
2563,2622
2623,2670
2671,2745
2746,2854
2855,2953
2954,3066
3067,3111
3113,3123
3124,3225
3227,3236
3237,3262
3263,3327
3328,3438
3439,3509
3510,3602
3603,3988
3989,4074
4075,4099
4100,4158
4159,4250
4251,4434
4435,4655
4656,4667
4669,4743
4744,4758
4759,5050
5051,5130
5131,5159
5160,5247
5248,5537
5538,5610
5611,5647
5648,5739
5740,5865
5866,6264
6266,6762
6763,7135
7136,7184
7185,7210
